Neighborhood,Crime,Number of Cases,Date
Sumner - Glenwood,Burglary,0.0,2018-01-01
Sumner - Glenwood,Homicide,0.0,2018-01-01
Sumner - Glenwood,Larceny,2.0,2018-01-01
Sumner - Glenwood,Rape,0.0,2018-01-01
Sumner - Glenwood,Robbery,0.0,2018-01-01
Tangletown,Aggravated Assault,1.0,2018-01-01
Tangletown,Arson,0.0,2018-01-01
Tangletown,Auto Theft,1.0,2018-01-01
Tangletown,Burglary,2.0,2018-01-01
Tangletown,Homicide,0.0,2018-01-01
Tangletown,Larceny,4.0,2018-01-01
Tangletown,Rape,0.0,2018-01-01
Tangletown,Robbery,1.0,2018-01-01
University of Minnesota,Aggravated Assault,0.0,2018-01-01
University of Minnesota,Arson,0.0,2018-01-01
University of Minnesota,Auto Theft,0.0,2018-01-01
University of Minnesota,Burglary,0.0,2018-01-01
University of Minnesota,Homicide,0.0,2018-01-01
University of Minnesota,Larceny,3.0,2018-01-01
University of Minnesota,Rape,0.0,2018-01-01
University of Minnesota,Robbery,0.0,2018-01-01
Ventura Village,Aggravated Assault,3.0,2018-01-01
Ventura Village,Arson,0.0,2018-01-01
Ventura Village,Auto Theft,11.0,2018-01-01
Ventura Village,Burglary,5.0,2018-01-01
Ventura Village,Homicide,0.0,2018-01-01
Ventura Village,Larceny,8.0,2018-01-01
Ventura Village,Rape,0.0,2018-01-01
Ventura Village,Robbery,0.0,2018-01-01
Victory,Aggravated Assault,3.0,2018-01-01
Victory,Arson,0.0,2018-01-01
Victory,Auto Theft,6.0,2018-01-01
Victory,Burglary,3.0,2018-01-01
Victory,Homicide,0.0,2018-01-01
Victory,Larceny,6.0,2018-01-01
Victory,Rape,0.0,2018-01-01
Victory,Robbery,0.0,2018-01-01
Waite Park,Aggravated Assault,0.0,2018-01-01
Waite Park,Arson,0.0,2018-01-01
Waite Park,Auto Theft,5.0,2018-01-01
Waite Park,Burglary,2.0,2018-01-01
Waite Park,Homicide,0.0,2018-01-01
Waite Park,Larceny,3.0,2018-01-01
Waite Park,Rape,0.0,2018-01-01
Waite Park,Robbery,0.0,2018-01-01
Webber - Camden,Aggravated Assault,2.0,2018-01-01
Webber - Camden,Arson,0.0,2018-01-01
Webber - Camden,Auto Theft,2.0,2018-01-01
Webber - Camden,Burglary,7.0,2018-01-01
Webber - Camden,Homicide,0.0,2018-01-01
Webber - Camden,Larceny,11.0,2018-01-01
Webber - Camden,Rape,0.0,2018-01-01
Webber - Camden,Robbery,3.0,2018-01-01
Wenonah,Aggravated Assault,1.0,2018-01-01
Wenonah,Arson,0.0,2018-01-01
Wenonah,Auto Theft,5.0,2018-01-01
Wenonah,Burglary,0.0,2018-01-01
Wenonah,Homicide,0.0,2018-01-01
Wenonah,Larceny,3.0,2018-01-01
Wenonah,Rape,0.0,2018-01-01
Wenonah,Robbery,1.0,2018-01-01
West Calhoun,Aggravated Assault,0.0,2018-01-01
West Calhoun,Arson,0.0,2018-01-01
West Calhoun,Auto Theft,1.0,2018-01-01
West Calhoun,Burglary,0.0,2018-01-01
West Calhoun,Homicide,0.0,2018-01-01
West Calhoun,Larceny,4.0,2018-01-01
West Calhoun,Rape,0.0,2018-01-01
West Calhoun,Robbery,0.0,2018-01-01
Whittier,Aggravated Assault,3.0,2018-01-01
Whittier,Arson,0.0,2018-01-01
Whittier,Auto Theft,13.0,2018-01-01
Whittier,Burglary,3.0,2018-01-01
Whittier,Homicide,0.0,2018-01-01
Whittier,Larceny,35.0,2018-01-01
Whittier,Rape,1.0,2018-01-01
Whittier,Robbery,5.0,2018-01-01
Willard - Hay,Aggravated Assault,8.0,2018-01-01
Willard - Hay,Arson,0.0,2018-01-01
Willard - Hay,Auto Theft,6.0,2018-01-01
Willard - Hay,Burglary,11.0,2018-01-01
Willard - Hay,Homicide,0.0,2018-01-01
Willard - Hay,Larceny,9.0,2018-01-01
Willard - Hay,Rape,2.0,2018-01-01
Willard - Hay,Robbery,4.0,2018-01-01
Windom,Aggravated Assault,0.0,2018-01-01
Windom,Arson,0.0,2018-01-01
Windom,Auto Theft,2.0,2018-01-01
Windom,Burglary,1.0,2018-01-01
Windom,Homicide,0.0,2018-01-01
Windom,Larceny,7.0,2018-01-01
Windom,Rape,0.0,2018-01-01
Windom,Robbery,0.0,2018-01-01
Windom Park,Aggravated Assault,1.0,2018-01-01
Windom Park,Arson,0.0,2018-01-01
Windom Park,Auto Theft,2.0,2018-01-01
Windom Park,Burglary,1.0,2018-01-01
Windom Park,Homicide,0.0,2018-01-01
Windom Park,Larceny,2.0,2018-01-01
Windom Park,Rape,0.0,2018-01-01
Windom Park,Robbery,0.0,2018-01-01
Armatage,Aggravated Assault,0.0,2018-02-01
Armatage,Arson,0.0,2018-02-01
Armatage,Auto Theft,0.0,2018-02-01
Armatage,Burglary,3.0,2018-02-01
Armatage,Homicide,0.0,2018-02-01
Armatage,Larceny,5.0,2018-02-01
Armatage,Rape,0.0,2018-02-01
Armatage,Robbery,0.0,2018-02-01
Audubon Park,Aggravated Assault,0.0,2018-02-01
Audubon Park,Arson,0.0,2018-02-01
Audubon Park,Auto Theft,0.0,2018-02-01
Audubon Park,Burglary,11.0,2018-02-01
Audubon Park,Homicide,0.0,2018-02-01
Audubon Park,Larceny,3.0,2018-02-01
Audubon Park,Rape,0.0,2018-02-01
Audubon Park,Robbery,0.0,2018-02-01
Bancroft,Aggravated Assault,0.0,2018-02-01
Bancroft,Arson,0.0,2018-02-01
Bancroft,Auto Theft,0.0,2018-02-01
Bancroft,Burglary,2.0,2018-02-01
Bancroft,Homicide,0.0,2018-02-01
Bancroft,Larceny,2.0,2018-02-01
Bancroft,Rape,0.0,2018-02-01
Bancroft,Robbery,0.0,2018-02-01
Beltrami,Aggravated Assault,0.0,2018-02-01
Beltrami,Arson,0.0,2018-02-01
Beltrami,Auto Theft,0.0,2018-02-01
Beltrami,Burglary,0.0,2018-02-01
Beltrami,Homicide,0.0,2018-02-01
Beltrami,Larceny,3.0,2018-02-01
Beltrami,Rape,0.0,2018-02-01
Beltrami,Robbery,0.0,2018-02-01
Bottineau,Aggravated Assault,0.0,2018-02-01
Bottineau,Arson,0.0,2018-02-01
Bottineau,Auto Theft,2.0,2018-02-01
Bottineau,Burglary,1.0,2018-02-01
Bottineau,Homicide,0.0,2018-02-01
Bottineau,Larceny,1.0,2018-02-01
Bottineau,Rape,0.0,2018-02-01
Bottineau,Robbery,1.0,2018-02-01
Bryant,Aggravated Assault,0.0,2018-02-01
Bryant,Arson,0.0,2018-02-01
Bryant,Auto Theft,1.0,2018-02-01
Bryant,Burglary,2.0,2018-02-01
Bryant,Homicide,0.0,2018-02-01
Bryant,Larceny,2.0,2018-02-01
Bryant,Rape,0.0,2018-02-01
Bryant,Robbery,1.0,2018-02-01
Bryn - Mawr,Aggravated Assault,0.0,2018-02-01
Bryn - Mawr,Arson,0.0,2018-02-01
Bryn - Mawr,Auto Theft,1.0,2018-02-01
Bryn - Mawr,Burglary,0.0,2018-02-01
Bryn - Mawr,Homicide,0.0,2018-02-01
Bryn - Mawr,Larceny,2.0,2018-02-01
Bryn - Mawr,Rape,0.0,2018-02-01
Bryn - Mawr,Robbery,0.0,2018-02-01
Camden Industrial,Aggravated Assault,0.0,2018-02-01
Camden Industrial,Arson,0.0,2018-02-01
Camden Industrial,Auto Theft,0.0,2018-02-01
Camden Industrial,Burglary,1.0,2018-02-01
Camden Industrial,Homicide,0.0,2018-02-01
Camden Industrial,Larceny,1.0,2018-02-01
Camden Industrial,Rape,0.0,2018-02-01
Camden Industrial,Robbery,0.0,2018-02-01
South Uptown,Aggravated Assault,0.0,2018-02-01
South Uptown,Arson,0.0,2018-02-01
South Uptown,Auto Theft,2.0,2018-02-01
South Uptown,Burglary,0.0,2018-02-01
South Uptown,Homicide,0.0,2018-02-01
South Uptown,Larceny,12.0,2018-02-01
South Uptown,Rape,0.0,2018-02-01
South Uptown,Robbery,0.0,2018-02-01
Cedar - Isles - Dean,Aggravated Assault,0.0,2018-02-01
Cedar - Isles - Dean,Arson,0.0,2018-02-01
Cedar - Isles - Dean,Auto Theft,0.0,2018-02-01
Cedar - Isles - Dean,Burglary,0.0,2018-02-01
Cedar - Isles - Dean,Homicide,0.0,2018-02-01
Cedar - Isles - Dean,Larceny,3.0,2018-02-01
Cedar - Isles - Dean,Rape,0.0,2018-02-01
Cedar - Isles - Dean,Robbery,0.0,2018-02-01
Cedar Riverside,Aggravated Assault,1.0,2018-02-01
Cedar Riverside,Arson,0.0,2018-02-01
Cedar Riverside,Auto Theft,3.0,2018-02-01
Cedar Riverside,Burglary,2.0,2018-02-01
Cedar Riverside,Homicide,0.0,2018-02-01
Cedar Riverside,Larceny,12.0,2018-02-01
Cedar Riverside,Rape,1.0,2018-02-01
Cedar Riverside,Robbery,2.0,2018-02-01
Central,Aggravated Assault,2.0,2018-02-01
Central,Arson,0.0,2018-02-01
Central,Auto Theft,0.0,2018-02-01
Central,Burglary,3.0,2018-02-01
Central,Homicide,0.0,2018-02-01
Central,Larceny,3.0,2018-02-01
Central,Rape,0.0,2018-02-01
Central,Robbery,3.0,2018-02-01
Cleveland,Aggravated Assault,1.0,2018-02-01
Cleveland,Arson,0.0,2018-02-01
Cleveland,Auto Theft,2.0,2018-02-01
Cleveland,Burglary,1.0,2018-02-01
Cleveland,Homicide,0.0,2018-02-01
Cleveland,Larceny,7.0,2018-02-01
Cleveland,Rape,0.0,2018-02-01
Cleveland,Robbery,1.0,2018-02-01
Columbia Park,Aggravated Assault,0.0,2018-02-01
Columbia Park,Arson,0.0,2018-02-01
Columbia Park,Auto Theft,0.0,2018-02-01
Columbia Park,Burglary,0.0,2018-02-01
Columbia Park,Homicide,0.0,2018-02-01
Columbia Park,Larceny,5.0,2018-02-01
Columbia Park,Rape,0.0,2018-02-01
Columbia Park,Robbery,0.0,2018-02-01
Como,Aggravated Assault,0.0,2018-02-01
Como,Arson,0.0,2018-02-01
Como,Auto Theft,3.0,2018-02-01
Como,Burglary,1.0,2018-02-01
Como,Homicide,0.0,2018-02-01
Como,Larceny,3.0,2018-02-01
Como,Rape,0.0,2018-02-01
Como,Robbery,0.0,2018-02-01
Cooper,Aggravated Assault,0.0,2018-02-01
Cooper,Arson,0.0,2018-02-01
Cooper,Auto Theft,0.0,2018-02-01
Cooper,Burglary,2.0,2018-02-01
Cooper,Homicide,0.0,2018-02-01
Cooper,Larceny,1.0,2018-02-01
Cooper,Rape,0.0,2018-02-01
Cooper,Robbery,0.0,2018-02-01
Corcoran,Aggravated Assault,0.0,2018-02-01
Corcoran,Arson,0.0,2018-02-01
Corcoran,Auto Theft,2.0,2018-02-01
Corcoran,Burglary,3.0,2018-02-01
Corcoran,Homicide,0.0,2018-02-01
Corcoran,Larceny,8.0,2018-02-01
Corcoran,Rape,0.0,2018-02-01
Corcoran,Robbery,0.0,2018-02-01
Diamond Lake,Aggravated Assault,0.0,2018-02-01
Diamond Lake,Arson,0.0,2018-02-01
Diamond Lake,Auto Theft,0.0,2018-02-01
Diamond Lake,Burglary,4.0,2018-02-01
Diamond Lake,Homicide,0.0,2018-02-01
Diamond Lake,Larceny,2.0,2018-02-01
Diamond Lake,Rape,0.0,2018-02-01
Diamond Lake,Robbery,0.0,2018-02-01
Downtown East,Aggravated Assault,0.0,2018-02-01
Downtown East,Arson,0.0,2018-02-01
Downtown East,Auto Theft,0.0,2018-02-01
Downtown East,Burglary,0.0,2018-02-01
Downtown East,Homicide,0.0,2018-02-01
Downtown East,Larceny,46.0,2018-02-01
Downtown East,Rape,0.0,2018-02-01
Downtown East,Robbery,0.0,2018-02-01
Downtown West,Aggravated Assault,14.0,2018-02-01
Downtown West,Arson,0.0,2018-02-01
Downtown West,Auto Theft,10.0,2018-02-01
Downtown West,Burglary,2.0,2018-02-01
Downtown West,Homicide,0.0,2018-02-01
Downtown West,Larceny,127.0,2018-02-01
Downtown West,Rape,3.0,2018-02-01
Downtown West,Robbery,6.0,2018-02-01
East Harriet,Aggravated Assault,0.0,2018-02-01
East Harriet,Arson,0.0,2018-02-01
East Harriet,Auto Theft,0.0,2018-02-01
East Harriet,Burglary,0.0,2018-02-01
East Harriet,Homicide,0.0,2018-02-01
East Harriet,Larceny,2.0,2018-02-01
East Harriet,Rape,0.0,2018-02-01
East Harriet,Robbery,0.0,2018-02-01
East Isles,Aggravated Assault,0.0,2018-02-01
East Isles,Arson,0.0,2018-02-01
East Isles,Auto Theft,0.0,2018-02-01
East Isles,Burglary,1.0,2018-02-01
East Isles,Homicide,0.0,2018-02-01
East Isles,Larceny,19.0,2018-02-01
East Isles,Rape,0.0,2018-02-01
East Isles,Robbery,1.0,2018-02-01
East Phillips,Aggravated Assault,3.0,2018-02-01
East Phillips,Arson,0.0,2018-02-01
East Phillips,Auto Theft,5.0,2018-02-01
East Phillips,Burglary,2.0,2018-02-01
East Phillips,Homicide,0.0,2018-02-01
East Phillips,Larceny,5.0,2018-02-01
East Phillips,Rape,0.0,2018-02-01
East Phillips,Robbery,3.0,2018-02-01
East Bde Maka Ska,Aggravated Assault,0.0,2018-02-01
East Bde Maka Ska,Arson,0.0,2018-02-01
East Bde Maka Ska,Auto Theft,0.0,2018-02-01
East Bde Maka Ska,Burglary,0.0,2018-02-01
East Bde Maka Ska,Homicide,0.0,2018-02-01
East Bde Maka Ska,Larceny,11.0,2018-02-01
East Bde Maka Ska,Rape,1.0,2018-02-01
East Bde Maka Ska,Robbery,0.0,2018-02-01
Elliot Park,Aggravated Assault,2.0,2018-02-01
Elliot Park,Arson,0.0,2018-02-01
Elliot Park,Auto Theft,4.0,2018-02-01
Elliot Park,Burglary,1.0,2018-02-01
Elliot Park,Homicide,0.0,2018-02-01
Elliot Park,Larceny,9.0,2018-02-01
Elliot Park,Rape,2.0,2018-02-01
Elliot Park,Robbery,0.0,2018-02-01
Ericsson,Aggravated Assault,0.0,2018-02-01
Ericsson,Arson,0.0,2018-02-01
Ericsson,Auto Theft,0.0,2018-02-01
Ericsson,Burglary,4.0,2018-02-01
Ericsson,Homicide,0.0,2018-02-01
Ericsson,Larceny,1.0,2018-02-01
Ericsson,Rape,0.0,2018-02-01
Ericsson,Robbery,0.0,2018-02-01
Field,Aggravated Assault,0.0,2018-02-01
Field,Arson,0.0,2018-02-01
Field,Auto Theft,0.0,2018-02-01
Field,Burglary,0.0,2018-02-01
Field,Homicide,0.0,2018-02-01
Field,Larceny,5.0,2018-02-01
Field,Rape,0.0,2018-02-01
Field,Robbery,1.0,2018-02-01
Folwell,Aggravated Assault,12.0,2018-02-01
Folwell,Arson,0.0,2018-02-01
Folwell,Auto Theft,2.0,2018-02-01
Folwell,Burglary,3.0,2018-02-01
Folwell,Homicide,0.0,2018-02-01
Folwell,Larceny,5.0,2018-02-01
Folwell,Rape,0.0,2018-02-01
Folwell,Robbery,2.0,2018-02-01
Fulton,Aggravated Assault,0.0,2018-02-01
Fulton,Arson,0.0,2018-02-01
Fulton,Auto Theft,0.0,2018-02-01
Fulton,Burglary,1.0,2018-02-01
Fulton,Homicide,0.0,2018-02-01
Fulton,Larceny,4.0,2018-02-01
Fulton,Rape,0.0,2018-02-01
Fulton,Robbery,1.0,2018-02-01
Hale,Aggravated Assault,0.0,2018-02-01
Hale,Arson,0.0,2018-02-01
Hale,Auto Theft,0.0,2018-02-01
Hale,Burglary,2.0,2018-02-01
Hale,Homicide,0.0,2018-02-01
Hale,Larceny,0.0,2018-02-01
Hale,Rape,0.0,2018-02-01
Hale,Robbery,0.0,2018-02-01
Harrison,Aggravated Assault,7.0,2018-02-01
Harrison,Arson,0.0,2018-02-01
Harrison,Auto Theft,6.0,2018-02-01
Harrison,Burglary,2.0,2018-02-01
Harrison,Homicide,0.0,2018-02-01
Harrison,Larceny,5.0,2018-02-01
Harrison,Rape,0.0,2018-02-01
Harrison,Robbery,0.0,2018-02-01
Hawthorne,Aggravated Assault,3.0,2018-02-01
Hawthorne,Arson,0.0,2018-02-01
Hawthorne,Auto Theft,6.0,2018-02-01
Hawthorne,Burglary,2.0,2018-02-01
Hawthorne,Homicide,0.0,2018-02-01
Hawthorne,Larceny,9.0,2018-02-01
Hawthorne,Rape,3.0,2018-02-01
Hawthorne,Robbery,5.0,2018-02-01
Hiawatha,Aggravated Assault,0.0,2018-02-01
Hiawatha,Arson,0.0,2018-02-01
Hiawatha,Auto Theft,3.0,2018-02-01
Hiawatha,Burglary,4.0,2018-02-01
Hiawatha,Homicide,0.0,2018-02-01
Hiawatha,Larceny,7.0,2018-02-01
Hiawatha,Rape,0.0,2018-02-01
Hiawatha,Robbery,1.0,2018-02-01
Holland,Aggravated Assault,0.0,2018-02-01
Holland,Arson,0.0,2018-02-01
Holland,Auto Theft,2.0,2018-02-01
Holland,Burglary,6.0,2018-02-01
Holland,Homicide,0.0,2018-02-01
Holland,Larceny,8.0,2018-02-01
Holland,Rape,1.0,2018-02-01
Holland,Robbery,7.0,2018-02-01
Howe,Aggravated Assault,1.0,2018-02-01
Howe,Arson,0.0,2018-02-01
Howe,Auto Theft,0.0,2018-02-01
Howe,Burglary,1.0,2018-02-01
Howe,Homicide,0.0,2018-02-01
Howe,Larceny,9.0,2018-02-01
Howe,Rape,0.0,2018-02-01
Howe,Robbery,0.0,2018-02-01
Humboldt Industrial Area,Aggravated Assault,0.0,2018-02-01
Humboldt Industrial Area,Arson,0.0,2018-02-01
Humboldt Industrial Area,Auto Theft,0.0,2018-02-01
Humboldt Industrial Area,Burglary,0.0,2018-02-01
Humboldt Industrial Area,Homicide,0.0,2018-02-01
Humboldt Industrial Area,Larceny,0.0,2018-02-01
Humboldt Industrial Area,Rape,0.0,2018-02-01
Humboldt Industrial Area,Robbery,0.0,2018-02-01
Jordan,Aggravated Assault,5.0,2018-02-01
Jordan,Arson,0.0,2018-02-01
Jordan,Auto Theft,17.0,2018-02-01
Jordan,Burglary,5.0,2018-02-01
Jordan,Homicide,0.0,2018-02-01
Jordan,Larceny,13.0,2018-02-01
Jordan,Rape,1.0,2018-02-01
Jordan,Robbery,7.0,2018-02-01
Keewaydin,Aggravated Assault,0.0,2018-02-01
Keewaydin,Arson,0.0,2018-02-01
Keewaydin,Auto Theft,0.0,2018-02-01
Keewaydin,Burglary,3.0,2018-02-01
Keewaydin,Homicide,0.0,2018-02-01
Keewaydin,Larceny,2.0,2018-02-01
Keewaydin,Rape,0.0,2018-02-01
Keewaydin,Robbery,0.0,2018-02-01
Kenny,Aggravated Assault,0.0,2018-02-01
Kenny,Arson,0.0,2018-02-01
Kenny,Auto Theft,0.0,2018-02-01
Kenny,Burglary,0.0,2018-02-01
Kenny,Homicide,0.0,2018-02-01
Kenny,Larceny,1.0,2018-02-01
Kenny,Rape,0.0,2018-02-01
Kenny,Robbery,0.0,2018-02-01
Kenwood,Aggravated Assault,0.0,2018-02-01
Kenwood,Arson,0.0,2018-02-01
Kenwood,Auto Theft,0.0,2018-02-01
Kenwood,Burglary,0.0,2018-02-01
Kenwood,Homicide,0.0,2018-02-01
Kenwood,Larceny,2.0,2018-02-01
Kenwood,Rape,0.0,2018-02-01
Kenwood,Robbery,0.0,2018-02-01
King Field,Aggravated Assault,0.0,2018-02-01
King Field,Arson,0.0,2018-02-01
King Field,Auto Theft,2.0,2018-02-01
King Field,Burglary,3.0,2018-02-01
King Field,Homicide,0.0,2018-02-01
King Field,Larceny,6.0,2018-02-01
King Field,Rape,0.0,2018-02-01
King Field,Robbery,3.0,2018-02-01
Lind - Bohanon,Aggravated Assault,7.0,2018-02-01
Lind - Bohanon,Arson,0.0,2018-02-01
Lind - Bohanon,Auto Theft,5.0,2018-02-01
Lind - Bohanon,Burglary,2.0,2018-02-01
Lind - Bohanon,Homicide,0.0,2018-02-01
Lind - Bohanon,Larceny,4.0,2018-02-01
Lind - Bohanon,Rape,0.0,2018-02-01
Lind - Bohanon,Robbery,3.0,2018-02-01
Linden Hills,Aggravated Assault,0.0,2018-02-01
Linden Hills,Arson,0.0,2018-02-01
Linden Hills,Auto Theft,0.0,2018-02-01
Linden Hills,Burglary,1.0,2018-02-01
Linden Hills,Homicide,0.0,2018-02-01
Linden Hills,Larceny,4.0,2018-02-01
Linden Hills,Rape,0.0,2018-02-01
Linden Hills,Robbery,0.0,2018-02-01
Logan Park,Aggravated Assault,2.0,2018-02-01
Logan Park,Arson,0.0,2018-02-01
Logan Park,Auto Theft,1.0,2018-02-01
Logan Park,Burglary,2.0,2018-02-01
Logan Park,Homicide,0.0,2018-02-01
Logan Park,Larceny,2.0,2018-02-01
Logan Park,Rape,0.0,2018-02-01
Logan Park,Robbery,3.0,2018-02-01
Longfellow,Aggravated Assault,3.0,2018-02-01
Longfellow,Arson,0.0,2018-02-01
Longfellow,Auto Theft,7.0,2018-02-01
Longfellow,Burglary,2.0,2018-02-01
Longfellow,Homicide,0.0,2018-02-01
Longfellow,Larceny,33.0,2018-02-01
Longfellow,Rape,0.0,2018-02-01
Longfellow,Robbery,1.0,2018-02-01
Loring Park,Aggravated Assault,0.0,2018-02-01
Loring Park,Arson,0.0,2018-02-01
Loring Park,Auto Theft,2.0,2018-02-01
Loring Park,Burglary,4.0,2018-02-01
Loring Park,Homicide,0.0,2018-02-01
Loring Park,Larceny,19.0,2018-02-01
Loring Park,Rape,1.0,2018-02-01
Loring Park,Robbery,1.0,2018-02-01
Lowry Hill,Aggravated Assault,1.0,2018-02-01
Lowry Hill,Arson,0.0,2018-02-01
Lowry Hill,Auto Theft,0.0,2018-02-01
Lowry Hill,Burglary,0.0,2018-02-01
Lowry Hill,Homicide,0.0,2018-02-01
Lowry Hill,Larceny,6.0,2018-02-01
Lowry Hill,Rape,0.0,2018-02-01
Lowry Hill,Robbery,1.0,2018-02-01
Lowry Hill East,Aggravated Assault,2.0,2018-02-01
Lowry Hill East,Arson,0.0,2018-02-01
Lowry Hill East,Auto Theft,3.0,2018-02-01
Lowry Hill East,Burglary,6.0,2018-02-01
Lowry Hill East,Homicide,0.0,2018-02-01
Lowry Hill East,Larceny,33.0,2018-02-01
Lowry Hill East,Rape,1.0,2018-02-01
Lowry Hill East,Robbery,2.0,2018-02-01
Lyndale,Aggravated Assault,2.0,2018-02-01
Lyndale,Arson,0.0,2018-02-01
Lyndale,Auto Theft,4.0,2018-02-01
Lyndale,Burglary,3.0,2018-02-01
Lyndale,Homicide,0.0,2018-02-01
Lyndale,Larceny,13.0,2018-02-01
Lyndale,Rape,0.0,2018-02-01
Lyndale,Robbery,3.0,2018-02-01
Lynnhurst,Aggravated Assault,0.0,2018-02-01
Lynnhurst,Arson,0.0,2018-02-01
Lynnhurst,Auto Theft,0.0,2018-02-01
Lynnhurst,Burglary,0.0,2018-02-01
Lynnhurst,Homicide,0.0,2018-02-01
Lynnhurst,Larceny,2.0,2018-02-01
Lynnhurst,Rape,1.0,2018-02-01
Lynnhurst,Robbery,0.0,2018-02-01
Marcy Holmes,Aggravated Assault,1.0,2018-02-01
Marcy Holmes,Arson,0.0,2018-02-01
Marcy Holmes,Auto Theft,3.0,2018-02-01
Marcy Holmes,Burglary,5.0,2018-02-01
Marcy Holmes,Homicide,0.0,2018-02-01
Marcy Holmes,Larceny,22.0,2018-02-01
Marcy Holmes,Rape,1.0,2018-02-01
Marcy Holmes,Robbery,4.0,2018-02-01
Marshall Terrace,Aggravated Assault,1.0,2018-02-01
Marshall Terrace,Arson,0.0,2018-02-01
Marshall Terrace,Auto Theft,2.0,2018-02-01
Marshall Terrace,Burglary,0.0,2018-02-01
Marshall Terrace,Homicide,0.0,2018-02-01
Marshall Terrace,Larceny,1.0,2018-02-01
Marshall Terrace,Rape,0.0,2018-02-01
Marshall Terrace,Robbery,0.0,2018-02-01
McKinley,Aggravated Assault,2.0,2018-02-01
McKinley,Arson,0.0,2018-02-01
McKinley,Auto Theft,5.0,2018-02-01
McKinley,Burglary,1.0,2018-02-01
McKinley,Homicide,1.0,2018-02-01
McKinley,Larceny,6.0,2018-02-01
McKinley,Rape,0.0,2018-02-01
McKinley,Robbery,1.0,2018-02-01
Mid - City Industrial,Aggravated Assault,0.0,2018-02-01
Mid - City Industrial,Arson,0.0,2018-02-01
Mid - City Industrial,Auto Theft,0.0,2018-02-01
Mid - City Industrial,Burglary,1.0,2018-02-01
Mid - City Industrial,Homicide,0.0,2018-02-01
Mid - City Industrial,Larceny,1.0,2018-02-01
Mid - City Industrial,Rape,0.0,2018-02-01
Mid - City Industrial,Robbery,0.0,2018-02-01
Midtown Phillips,Aggravated Assault,0.0,2018-02-01
Midtown Phillips,Arson,0.0,2018-02-01
Midtown Phillips,Auto Theft,7.0,2018-02-01
Midtown Phillips,Burglary,2.0,2018-02-01
Midtown Phillips,Homicide,0.0,2018-02-01
Midtown Phillips,Larceny,10.0,2018-02-01
Midtown Phillips,Rape,0.0,2018-02-01
Midtown Phillips,Robbery,1.0,2018-02-01
Minnehaha,Aggravated Assault,0.0,2018-02-01
Minnehaha,Arson,0.0,2018-02-01
Minnehaha,Auto Theft,2.0,2018-02-01
Minnehaha,Burglary,3.0,2018-02-01
Minnehaha,Homicide,0.0,2018-02-01
Minnehaha,Larceny,5.0,2018-02-01
Minnehaha,Rape,0.0,2018-02-01
Minnehaha,Robbery,0.0,2018-02-01
Morris Park,Aggravated Assault,0.0,2018-02-01
Morris Park,Arson,0.0,2018-02-01
Morris Park,Auto Theft,1.0,2018-02-01
Morris Park,Burglary,1.0,2018-02-01
Morris Park,Homicide,0.0,2018-02-01
Morris Park,Larceny,1.0,2018-02-01
Morris Park,Rape,0.0,2018-02-01
Morris Park,Robbery,1.0,2018-02-01
Near - North,Aggravated Assault,4.0,2018-02-01
Near - North,Arson,1.0,2018-02-01
Near - North,Auto Theft,3.0,2018-02-01
Near - North,Burglary,2.0,2018-02-01
Near - North,Homicide,0.0,2018-02-01
Near - North,Larceny,22.0,2018-02-01
Near - North,Rape,0.0,2018-02-01
Near - North,Robbery,3.0,2018-02-01
Nicollet Island - East Bank,Aggravated Assault,0.0,2018-02-01
Nicollet Island - East Bank,Arson,0.0,2018-02-01
Nicollet Island - East Bank,Auto Theft,0.0,2018-02-01
Nicollet Island - East Bank,Burglary,2.0,2018-02-01
Nicollet Island - East Bank,Homicide,0.0,2018-02-01
Nicollet Island - East Bank,Larceny,6.0,2018-02-01
Nicollet Island - East Bank,Rape,0.0,2018-02-01
Nicollet Island - East Bank,Robbery,0.0,2018-02-01
North Loop,Aggravated Assault,1.0,2018-02-01
North Loop,Arson,1.0,2018-02-01
North Loop,Auto Theft,4.0,2018-02-01
North Loop,Burglary,2.0,2018-02-01
North Loop,Homicide,0.0,2018-02-01
North Loop,Larceny,25.0,2018-02-01
North Loop,Rape,1.0,2018-02-01
North Loop,Robbery,1.0,2018-02-01
Northeast Park,Aggravated Assault,0.0,2018-02-01
Northeast Park,Arson,0.0,2018-02-01
Northeast Park,Auto Theft,0.0,2018-02-01
Northeast Park,Burglary,0.0,2018-02-01
Northeast Park,Homicide,0.0,2018-02-01
Northeast Park,Larceny,8.0,2018-02-01
Northeast Park,Rape,0.0,2018-02-01
Northeast Park,Robbery,0.0,2018-02-01
Northrop,Aggravated Assault,1.0,2018-02-01
Northrop,Arson,0.0,2018-02-01
Northrop,Auto Theft,0.0,2018-02-01
Northrop,Burglary,2.0,2018-02-01
Northrop,Homicide,0.0,2018-02-01
Northrop,Larceny,3.0,2018-02-01
Northrop,Rape,2.0,2018-02-01
Northrop,Robbery,0.0,2018-02-01
Page,Aggravated Assault,0.0,2018-02-01
Page,Arson,0.0,2018-02-01
Page,Auto Theft,0.0,2018-02-01
Page,Burglary,0.0,2018-02-01
Page,Homicide,0.0,2018-02-01
Page,Larceny,0.0,2018-02-01
Page,Rape,0.0,2018-02-01
Page,Robbery,0.0,2018-02-01
Phillips West,Aggravated Assault,3.0,2018-02-01
